title,body,created_at,updated_at,closed_at,state,labels,number,url,milestone,locked,assignee,assignees,commit_shas,contrib_complexity
Invalid Javadoc in gaffer.operation.impl.Validate,"The JavaDoc at the top of `gaffer.operation.impl.Validate` contains `{@link gaffer.store.schema.Schema}`. This isn't valid as `Validate` is in the `operation` module which doesn't have a dependency on the `store` module which is where `Schema` is defined. This means that building the JavaDoc with Java 8 fails.

Adding a dependency on the `store` module from the `operation` module isn't allowed as it introduces a cyclic dependency.
",2016-06-10 16:07:43+00:00,2016-08-17 10:17:14+00:00,2016-08-17 10:17:14+00:00,closed,"[Label(name=""bug""), Label(name=""in-review""), Label(name=""p:low"")]",259,https://github.com/gchq/Gaffer/issues/259,"Milestone(title=""v0.4.1"", number=13)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['2f1d6c7254342af98c2919bd74d37b9944c41a6b', '021df085074b761f2b3539355ecfc4c237a54a76']",1.0
Summarising over RowID's in accumulo,"We should add the ability to summarise over rowID's in a range query that will aggregate those values over the range provided grouped by Column Family 

I.e in a Graph of Edge's 
A-B GROUP 1 Count 6 
A-B GROUP 2 Count 4 
A-C GROUP 1 Count 1

With the summarise option on, a range query of A-C would return 2 edges.
One (A-B+A-C) with a count of 7 
And one A-B with a count of 4.
",2016-06-09 16:38:28+00:00,2016-07-04 09:36:12+00:00,2016-07-04 09:36:12+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",258,https://github.com/gchq/Gaffer/issues/258,"Milestone(title=""v0.3.9"", number=9)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]","['c68428e200ae9662c5863808143b96a88ef53f52', 'e8068c072ec3846a08ad5c9884c444f2e0f8d3de', '7949ac28b0957c536bd43e1d6aca0663e45b13dc', '29c12c4491f65ed7703acbf1d3d99fa7a941373c']",2.0
Serialisers and aggregators for sketches from the Data Sketches library,"Yahoo's Data Sketches library (https://github.com/DataSketches/sketches-core) contains many useful sketches. We should provide serialisers and aggregators for these.
",2016-06-08 14:51:23+00:00,2017-01-11 14:53:52+00:00,2017-01-11 14:53:46+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",257,https://github.com/gchq/Gaffer/issues/257,"Milestone(title=""v0.6.0"", number=22)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]","['f5d36cea5c3742acae5301be95ee8791e3e1347e', '16f28adcffbdc2f073fdb977726a4a622dbacf26', 'b14a0aaeff8679aa0c7d36ac1ecf50f3ae11e54e', 'afd603776d44216e18253f8d9144d56b3ccb4290', '4f3eb710d63799c76aaa67d36924c5e483da85b0', '43cba91b8d5b53abc78c62411df53e23e9df4215', '7b52ca79ba05d01dadb87f04baf554bae0c2e6ac', '8251288b02d80776b1f3500c2c5466410c392c17']",3.0
Implement serialisers and aggregators for more sketches from the stream-lib library,"Gaffer provides a serialiser and an aggregator for the HyperLogLogPlus sketch from the stream-lib library. That library contains other useful sketches such as Count Min Sketch. Serialisers and aggregators should be provided for those. Specifically, they should be written for: CountMinSketch, QDigest, TDigest.
",2016-06-08 14:31:46+00:00,2017-11-23 13:55:41+00:00,2017-11-23 13:55:37+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",256,https://github.com/gchq/Gaffer/issues/256,,False,,[],[],
Create ComparableMin aggregator,"Common aggregation methods for Dates are to take the earliest or the latest. Gaffer should provide aggregators that can be used for this. ComparableMax can be used to take the latest Date. There is no ComparableMin - one should be implemented.
",2016-06-08 14:22:00+00:00,2016-09-13 12:30:04+00:00,2016-09-13 12:30:04+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",255,https://github.com/gchq/Gaffer/issues/255,"Milestone(title=""v0.4.2"", number=14)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]","['6c92fc370a594a674cae0489d842735bf9571ac3', '09b4f06965efd21a359c055cbb056be9df1b3a1c', 'b4c6849c87a99646369cc77f24c0e1b4b1f5d463']",2.0
Add alternate Date serialiser,"The provided Date serialisation extracts the long timestamp from the Date, converts that to a string and then converts that to a byte array. A RawDateSerialiser should be provided which serialises the long from the Date using a similar method to RawLongSerialiser.
",2016-06-08 14:15:28+00:00,2016-08-15 14:08:54+00:00,2016-08-15 14:08:51+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",254,https://github.com/gchq/Gaffer/issues/254,"Milestone(title=""v0.4.1"", number=13)",False,,[],"['3ffd603662f2a1eed7597932c0a4dff04c7bb782', 'abd3b5cbddbfed9a6e23ae68e8b203647afc8e19']",2.0
Serialisation for Ints and Longs,"Currently there are 2 serialisations for Ints and for Longs. One is slow because it converts the int to a String and converts that to a byte array but has the advantage of only needing 1 byte to serialise some small values; the other is likely quicker but always uses 4 bytes. In many cases, when ints are stored they are mostly very small. The approach of Hadoop's VIntWritable should be (almost) as quick as the latter and as compact as the former. So suggest adding an implementation based on this. To avoid introducing a dependency on Hadoop in the serialisation library, suggest just copying the code from Hadoop, and acknowledging it in the NOTICES file.
",2016-06-08 14:09:57+00:00,2016-08-09 13:08:51+00:00,2016-08-09 13:08:51+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",253,https://github.com/gchq/Gaffer/issues/253,"Milestone(title=""v0.4.0"", number=10)",False,,[],"['a36a055310c0d124d657eea4c3511dc573cc72f1', '7dde44b5456cb73a3f7941ec4eadc8d7b3f8dd73', '15e6840cb57e2ffce6711839f7f492ccc7ea8970']",2.0
Gh 139 python,,2016-06-08 13:48:21+00:00,2016-06-22 06:43:34+00:00,2016-06-22 06:43:34+00:00,closed,[],252,https://github.com/gchq/Gaffer/pull/252,,False,,[],[],
gh-250 - Added operation execution context,,2016-06-07 09:40:44+00:00,2016-06-09 09:08:45+00:00,2016-06-09 09:08:45+00:00,closed,"[Label(name=""in-review"")]",251,https://github.com/gchq/Gaffer/pull/251,,False,,[],[],
Create an operation execution context,"For ticket gh-247 and others in the future we need to pass context between execution of operations. Currently we just pass a user object between operations, but it would be more flexible to pass a context object that contains the user and other information such as a cache (this may change in gh-247 to export configuration).

The cache operations should then be handled with operation handlers instead of having the logic directly in the store class.
",2016-06-07 07:56:27+00:00,2016-06-09 09:09:24+00:00,2016-06-09 09:09:24+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:high"")]",250,https://github.com/gchq/Gaffer/issues/250,"Milestone(title=""v0.3.8"", number=8)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['35010869cae9a246e064a2be2fd568b7a32d06b9', 'd9cc4ab82ba5865d4fe9c767101068295f789477']",2.0
Gh 247 export,,2016-06-06 10:14:53+00:00,2016-06-06 11:36:53+00:00,2016-06-06 11:36:53+00:00,closed,[],249,https://github.com/gchq/Gaffer/pull/249,,False,,[],[],
"Drop ""simple"" from ""simple-*-library""","The word ""simple"" in ""simple-function-library"", ""simple-operation-library"" and ""simple-serialisation-library"" is unnecessary. These libraries should contain functions / operations / serialisers that are likely to be useful to Gaffer users. Over time they may contain more complex functionality than now, and so ""simple"" will be misleading. Propose simply removing the word ""simple"" from each of these.
",2016-06-03 14:21:24+00:00,2016-10-13 12:58:39+00:00,2016-10-13 12:58:39+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",248,https://github.com/gchq/Gaffer/issues/248,"Milestone(title=""v0.4.5"", number=17)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['438c9b6f779523149667e60a593c8b5c3eeb56fc', '1d6eadee148cd9f9c1bdc7e1de30693692c5c117', '6277984fea5542fb35695f93136c1f627fe884c1']",2.0
Extend cache operation to allow exporting,"This should be an extensible set of export operations that allow for different types of exporting in the future.
",2016-06-03 11:34:12+00:00,2016-06-29 09:09:22+00:00,2016-06-29 09:09:22+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:high"")]",247,https://github.com/gchq/Gaffer/issues/247,"Milestone(title=""v0.3.8"", number=8)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['73f7d5dbb993dcb98bdd12e7b2aa84abb37ef2ac', '2ffa7e3d5d1cee4a134d974237ada662b9c16616', 'ee680d1a9cfb0857f4c87325bace30db53773cbd', 'ce154f5bbbd3625c1960f49f7036ae46d91d9e90', '09642a593e2384d5f967d58a4ee530b11e65710c']",4.0
Gh 243 tree set,,2016-06-03 10:29:22+00:00,2016-06-06 09:23:42+00:00,2016-06-06 09:23:35+00:00,closed,"[Label(name=""in-review"")]",246,https://github.com/gchq/Gaffer/pull/246,,False,,[],[],
Gh 167 equals method on element,,2016-06-03 09:40:47+00:00,2016-06-03 10:38:53+00:00,2016-06-03 10:38:53+00:00,closed,[],245,https://github.com/gchq/Gaffer/pull/245,,False,,[],[],
Gh 167 equals method on element,,2016-06-03 08:34:13+00:00,2016-06-03 09:40:24+00:00,2016-06-03 09:40:24+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:normal"")]",244,https://github.com/gchq/Gaffer/pull/244,,False,,[],[],
Create aggregateFunction and serialiser for a TreeSet,,2016-06-02 15:23:54+00:00,2016-06-06 09:25:15+00:00,2016-06-06 09:25:15+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:high"")]",243,https://github.com/gchq/Gaffer/issues/243,"Milestone(title=""v0.3.7"", number=7)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['c29739e62da09368416bc5f1256750b39ead27b4', 'fd8846fb524cf11a60566af2a5a502982b8bab0c', '7a1c2dc8c8d156264ad4ddab5b82e06cf239e596', '9dc80296d0e167b9fe4a56283e07d763d82a49ef', '3276d18d897a8aadcc221a7fe0740033eae93757']",2.0
Update develop,,2016-06-02 14:16:33+00:00,2016-06-02 14:41:50+00:00,2016-06-02 14:41:50+00:00,closed,[],242,https://github.com/gchq/Gaffer/pull/242,,False,,[],[],
Merge in master (containing 0.3.6 bug fixes),,2016-06-02 14:14:30+00:00,2016-06-02 14:14:55+00:00,2016-06-02 14:14:55+00:00,closed,[],241,https://github.com/gchq/Gaffer/pull/241,,False,,[],[],
Release 0.3.6,,2016-06-02 13:53:25+00:00,2016-06-02 14:13:17+00:00,2016-06-02 14:13:17+00:00,closed,[],240,https://github.com/gchq/Gaffer/pull/240,,False,,[],[],
Use of deprecated goal in maven assembly plugin,"The goal ""assembly"" in the maven assembly plugin is deprecated and can lead to non-standard builds and potential forking issues with dependencies during the build. The goal ""single"" should be used.
",2016-06-02 09:37:14+00:00,2016-11-10 16:53:05+00:00,2016-10-20 15:28:09+00:00,closed,"[Label(name=""p:low"")]",239,https://github.com/gchq/Gaffer/issues/239,"Milestone(title=""v0.4.6"", number=18)",False,,[],"['ac48c1b390346af912589871e9d320c8f812f751', '8c3074195e5ad272e1162a5c45109167e3606d65', 'bdec64e1422dbc56f36fcac3701313101cc5f930']",1.0
ArrayList store should return results lazily,"The ArrayList store produces a List of results when queried. Stores should return their results lazily, i.e. only extract data from the underlying storage layer as the user consumes it by reading through the iterable of results. This avoids unnecessary work if the user decides to not read through all the results. It also avoids memory pressure in the store - materialising all the edges for a high-degree node into a set could use a lot of memory.
",2016-06-02 08:17:53+00:00,2016-06-22 07:37:09+00:00,2016-06-22 07:37:09+00:00,closed,"[Label(name=""invalid"")]",238,https://github.com/gchq/Gaffer/issues/238,,False,,[],[],
gh-230 Stop GetElementsBetweenSets returning edges within set A.,"Also stop adding seed set A to bloom filter and check the destination end of the edge in the bloom filter iterator(s)
",2016-05-27 09:37:17+00:00,2016-06-07 09:08:39+00:00,2016-06-07 09:08:39+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",237,https://github.com/gchq/Gaffer/pull/237,"Milestone(title=""v0.3.7"", number=7)",False,,[],[],
Gh 216 cache example,,2016-05-26 16:16:27+00:00,2016-06-02 07:22:04+00:00,2016-06-02 07:21:58+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review"")]",236,https://github.com/gchq/Gaffer/pull/236,,False,,[],[],
Switch to using ClosableIterables instead of Iterables,"Like the Accumulo store implementation. most store implementations will probably return an iterable that needs to be closed. Currently if users fully iterate over the results then the Accumulo results iterable will be automatically closed. However, if only a few results are read then it is too easy to forget to manually close the iterable as users have to do something like:

``` java
if(results instanceof CloseableIterable) {
    ((CloseableIterable)results).close();
}
```

This also couples client code directly to the Accumulo implementation and requires knowledge of how Accumulo handles operations. 

Note - implementing this change will require modifications to a large number of classes.
",2016-05-26 12:18:04+00:00,2016-09-08 10:44:54+00:00,2016-09-08 10:44:54+00:00,closed,"[Label(name=""p:high""), Label(name=""tech-def"")]",235,https://github.com/gchq/Gaffer/issues/235,"Milestone(title=""v0.4.2"", number=14)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]","['ffcf10df9961595713caaa8736012ade32dadb0b', 'c1a5519c688de9160cd9ace935e3c2df213dafdf', 'c1ceeae33a8729570bdf0affef1cec19ae0f571f', '1238567339207f05d90389d9a3223efa7b6b78c2', '5add43abb13b28aa5fe9393a5b2cd0369d65dc2e']",2.0
AddElementsFromHdfs - check folders first,"When running the AddElementsFromHdfs Operation for Bulk Import, if the failure path does not already exist then the operation does not tell you until after the initial Map/Reduce job has run. It would be useful to do all directory checks upfront and present error to the user accordingly before running the actual operation rather than having to wait potentially hours to find that the second part of the operation failed.

Similarly, the output path is not allowed to exist before the job is run, yet the failure path has to exist. Seems a bit inconsistent
",2016-05-26 11:59:12+00:00,2016-08-03 08:47:23+00:00,2016-08-03 08:47:18+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",234,https://github.com/gchq/Gaffer/issues/234,"Milestone(title=""v0.4.1"", number=13)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['061256e06706fec780fcc1853898589d2c441b58', '845bacbc0ba5fccf80267e3174bdef17f8faf85a', '0f6eac9d3f362964cdcfbc8d0b441e505237cef2']",2.0
gh-210 - Improved error messages for schema function validation,,2016-05-26 10:44:02+00:00,2016-05-26 13:44:53+00:00,2016-05-26 13:44:15+00:00,closed,"[Label(name=""in-review"")]",233,https://github.com/gchq/Gaffer/pull/233,,False,,[],[],
gh-231 - changed examples and tests to load schemas from folder,,2016-05-26 10:18:35+00:00,2016-05-26 15:26:14+00:00,2016-05-26 15:26:14+00:00,closed,"[Label(name=""in-review"")]",232,https://github.com/gchq/Gaffer/pull/232,,False,,[],[],
Update examples and tests to create schemas from a folder,"Following on from gh-227 - we should update the examples and tests to load schemas from a folder.
",2016-05-26 10:12:22+00:00,2016-05-26 15:26:27+00:00,2016-05-26 15:26:27+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",231,https://github.com/gchq/Gaffer/issues/231,"Milestone(title=""v0.3.7"", number=7)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['77edce1613d194bb9cfd1cf7b6752a8743f8b6f9', 'f776e4951c02551a60f505e6e2c3d2dfdebdd79e']",2.0
Investigate accumuloStore Operation GetElementsBetweenSets operation returning some edges within the first seed set.,"The accumuloStore BetweenSets operation is returning some edges within the first seed set.
",2016-05-26 08:48:32+00:00,2016-06-07 09:09:05+00:00,2016-06-07 09:09:05+00:00,closed,"[Label(name=""bug"")]",230,https://github.com/gchq/Gaffer/issues/230,"Milestone(title=""v0.3.7"", number=7)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]","['0db675ee35f7154552d40b8d25224028b5c4b85f', '8fe9bc6bad66d9c10c714014e3d5aa0645a2bd43', 'e9500cbbc559e010bcceed3b75ea9623b17655ff', 'bc7e3e8714f9a4057d8a2a5565b9aa1288322f7d', '6ba843602d33265bf530746c7acf575e42cc2b50', '47a1b496f636db20cbf99f0895e7ed38c1e0933d']",2.0
gh-227 - Added ability to construct a graph using a schema folder path,,2016-05-25 15:40:45+00:00,2016-05-26 07:40:41+00:00,2016-05-26 07:40:41+00:00,closed,[],229,https://github.com/gchq/Gaffer/pull/229,,False,,[],[],
Create Map filter functions,"Currently we have functions such as FreqMapIsMoreThan filter. 

It would be much neater to have a general MapFilter, which could be initialised with a IsMoreThan filter.
",2016-05-25 14:52:24+00:00,2016-10-01 13:41:13+00:00,2016-10-01 13:41:13+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:normal"")]",228,https://github.com/gchq/Gaffer/issues/228,"Milestone(title=""v0.4.4"", number=16)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]",['704bac231c6abedb1d20a58a331ee03f1d08a422'],1.0
Allow a graph to be built using a folder path for easily adding multiple schema files,,2016-05-25 14:39:34+00:00,2016-06-16 07:37:44+00:00,2016-06-16 07:37:43+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:normal"")]",227,https://github.com/gchq/Gaffer/issues/227,"Milestone(title=""v0.3.7"", number=7)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['c7ebd919d7e9ef5c2af36e7487148c0c3e287c23', 'dea4851111fae03dc2cc08d4e29756bae29cc33e', 'ee4585d2df5045f0f95a48a4a267f67b2052e005', '7ed9e86af84a9a6f91909e11911fe9400bbea826']",2.0
gh-225 - Changed rest graph factory to use a singleton graph by default,,2016-05-25 13:17:45+00:00,2016-05-26 06:45:33+00:00,2016-05-26 06:45:33+00:00,closed,[],226,https://github.com/gchq/Gaffer/pull/226,,False,,[],[],
Rest service graph factory should use a singleton graph by default,"Currently a new instance of Graph is created for every operation that is executed via the rest service. This may be required in some cases but it should reuse the same graph instance by default. 
",2016-05-25 13:08:54+00:00,2016-05-26 06:45:51+00:00,2016-05-26 06:45:51+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",225,https://github.com/gchq/Gaffer/issues/225,"Milestone(title=""v0.3.6"", number=6)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['ca8e8eb4b6fa5210c63d94f5a0f97c07724e3898', '934d47156c76a8cd6179b0c621a464ea9787acf0', '39b02b42831d11e4bf73338143bf4e74f7a0e642']",1.0
Create day based age off filter function,"Similar to [AgeOff](https://github.com/GovernmentCommunicationsHeadquarters/Gaffer/blob/master/simple-function-library/src/main/java/gaffer/function/simple/filter/AgeOff.java) filter function but this function should take 2 properties:
- timestamp - the time the element was added to the graph
- days - the number of days to keep the element

e.g:

``` java
@Inputs({Long.class, Integer.class})
public class AgeOffFromDays extends FilterFunction {

    @Override
    public boolean isValid(final Object[] input) {
        // Validate input
        ....

        final Long timestamp = (Long) input[0];
        final Integer days = (Long) input[1];

        // Check timestamp is within specified number of days
        ....
    }

    ...
}
```
",2016-05-24 13:39:54+00:00,2016-12-06 13:59:15+00:00,2016-12-06 13:59:08+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",224,https://github.com/gchq/Gaffer/issues/224,"Milestone(title=""v0.5.0"", number=21)",False,"NamedUser(login=""t616178"")","[NamedUser(login=""t616178"")]","['77b4cbb06aae3f8dec7fde47f67ab2e05a98f2a9', 'afb94b95e03647a5bd2554e21709e6c3f5ee80fe', '25d33ea8957cd00812f12d27632635d542999d52', 'f9cfb2a9526e6971496fddd8f102652df9b52d6b', '1c30541634fa1ae8a2c2849e23e0f36a87cbe3e2', 'e86df9dfdbad6c30770c575c3c043b216b04c543', '26b4cec66d13fe82882e6760d2730dcdc779c8ad']",2.0
Updated version to 0.3.7-SNAPSHOT,,2016-05-24 11:47:11+00:00,2016-05-24 12:08:27+00:00,2016-05-24 12:08:27+00:00,closed,[],223,https://github.com/gchq/Gaffer/pull/223,,False,,[],[],
Gh 217 operation examples,,2016-05-23 15:02:21+00:00,2016-05-25 15:20:26+00:00,2016-05-25 15:20:25+00:00,closed,[],222,https://github.com/gchq/Gaffer/pull/222,,False,,[],[],
Remove duplicate code in examples module,"As we increase the number of examples, we are copying and pasting a lot of files that could be reused. As we now have 6 example it is probably worth refactoring them and pulling out some common code and resources. However, we must ensure the examples are still readable and easy to understand.
",2016-05-23 14:31:20+00:00,2017-05-08 12:07:21+00:00,2017-05-08 12:07:21+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",221,https://github.com/gchq/Gaffer/issues/221,"Milestone(title=""v0.7.0"", number=30)",False,,[],[],
Add final keyword to parameters and variables that should not be changed,"In particular there are a lot missing in enhanced for loop variables.
",2016-05-23 07:26:17+00:00,2016-11-10 16:53:05+00:00,2016-10-24 14:39:35+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",220,https://github.com/gchq/Gaffer/issues/220,"Milestone(title=""v0.4.6"", number=18)",False,,[],"['403d469b5888d7dd0b6d29f1444fd0089389c170', 'e94d9fe89352214706e7807f8dd352ea47374310', '3aa6f71a6881e99da9a04903561850316b22f3f5', '76173dc7d5e00ec6bd6bdb05b276d19c3bb1dc4a']",2.0
Schema group inheritance,"Properties such as timestamp and count may be used on all elements. Rather than repeating them for each element group in the schema might be neater to put them into a parent element group and use inheritance.

This would mean performance would decrease due to looking up properties from parent groups. To avoid this we could flatten the schema when it is loaded into a Graph.
",2016-05-23 07:20:06+00:00,2017-02-03 11:00:16+00:00,2017-02-03 11:00:15+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:normal"")]",219,https://github.com/gchq/Gaffer/issues/219,"Milestone(title=""v0.6.1"", number=28)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['65e09d46caaf80c5b83d21a9fc5ac4c8b384fd88', '821f2194d4e964b8f83cabf43ffd555db2315060', '6b8e4afc450a0e668ff9235b0b21f1934c0c38a5', 'd03a33411d86403f6d07d790aa65282e07f33b57', '4e50e657f23299b913edd48d74194887ecc8dcc1', 'ddc889d505649eee3cb5e736c7a38994dcc60758', 'afe195643aed18b669104203c0fa0df63d6c2198', '5614788f256b1300c426baa0a5d832d243017a70', 'a7873bae6568bd835e2f3ffcd1aef0400401e3c0', 'e774439d683ccfff0169716758cfbe52cc2535b0', '03a8f65927537911925b3850c6f4e35ebb1d374f', 'aed22575a7e95fd88ed01ef02e915fc05871aabd', '46af0e3157ce49a3c1d61a99ab5c65baf46733e3', '6d4665f1362323a69a602cceef2de3e546691148']",4.0
gh-215 - Added op chain example,,2016-05-23 07:18:42+00:00,2016-05-23 14:29:34+00:00,2016-05-23 14:29:34+00:00,closed,"[Label(name=""in-review"")]",218,https://github.com/gchq/Gaffer/pull/218,,False,,[],[],
Create specific operation examples,,2016-05-19 10:55:59+00:00,2016-05-25 15:41:20+00:00,2016-05-25 15:41:20+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:normal"")]",217,https://github.com/gchq/Gaffer/issues/217,"Milestone(title=""v0.3.7"", number=7)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['31b50b62f5d615b215f6c57fa3d867d870384041', 'a5bfef7371b4392a19d140a1057daf9179cbae37', '7d64928ea582ad7a97d22e20ce318fe93cf1f097', 'd81ce296df206f7e85604f7dcf5361e2e89d2753', '2fbbd706d67dc5c01a9e3deaad8e4002c2384d25', 'a08861b33a4f053f79d78ff8e9cfc71f7582009c']",3.0
Create operation chain cache example,"This requires a new java/json example in the getting started module and a walkthrough of the code on the wiki.

Demonstrate how the operation chain cache can be used to create a sub graph.
",2016-05-18 12:36:16+00:00,2016-06-02 07:22:26+00:00,2016-06-02 07:22:20+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:normal"")]",216,https://github.com/gchq/Gaffer/issues/216,"Milestone(title=""v0.3.7"", number=7)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['117274720a8b6ac5c7678144a353c4cfb97a549c', '113cee5bb5e3b48cffd1d3a2df6b69dd6d7120ed']",2.0
Create Operation Chain Example,"This requires a new java/json example in the getting started module and a walkthrough of the code on the [wiki](https://github.com/GovernmentCommunicationsHeadquarters/Gaffer/wiki/Getting-Started#examples).
",2016-05-18 11:51:52+00:00,2016-06-02 14:00:30+00:00,2016-05-23 14:29:56+00:00,closed,"[Label(name=""enhancement""), Label(name=""in-review""), Label(name=""p:high"")]",215,https://github.com/gchq/Gaffer/issues/215,"Milestone(title=""v0.3.6"", number=6)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['59c184c65a03e7a7330247083c30f31dc7844bf9', 'a1a469c41479cc1f97cceaec845205ac7a87852d', '5dee45b707114ca8aff1e5953ea80bac9405e6a2']",2.0
gh-198 - Updated generics of get related elements operations,,2016-05-18 11:50:14+00:00,2016-05-23 07:17:59+00:00,2016-05-23 07:17:52+00:00,closed,"[Label(name=""in-review"")]",214,https://github.com/gchq/Gaffer/pull/214,,False,,[],[],
gh-212-InitialCommitOfSpark,"Initial Commit of Spark code.
Further commits to iron out version issues.
",2016-05-17 16:55:51+00:00,2016-05-24 14:13:44+00:00,2016-05-24 14:13:44+00:00,closed,[],213,https://github.com/gchq/Gaffer/pull/213,,False,,[],[],
Development of Spark Integration,"Creating RDDs from querying a Graph.
",2016-05-17 16:41:40+00:00,2016-07-08 08:15:58+00:00,2016-07-08 08:15:58+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",212,https://github.com/gchq/Gaffer/issues/212,"Milestone(title=""v0.3.9"", number=9)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]",[],
Update develop,"Merging bug fixes from release 0.3.5 into develop.
",2016-05-16 11:19:52+00:00,2016-05-16 11:36:05+00:00,2016-05-16 11:36:05+00:00,closed,[],211,https://github.com/gchq/Gaffer/pull/211,,False,,[],[],
Error message in view and schema function validation is not clear,"The schema and view function validation creates an incorrect error message when a function selection type cannot be found in the view/schema. The log statement is in classes SchemaElementDefinitionValidator and ViewValidator.

For example, the error message currently says:

```
Function gaffer.function.simple.filter.IsMoreThan is not compatible with selection types. Function input type java.lang.Comparable is not assignable from selection type with a null class
```

It would be much clearer if it just said one of the following.
if type definition is null:

```
No type definition defined for ""property1"". Please ensure it is defined in the schema.
```

if type definition has no class type:

```
No class type found for type definition ""type1"" used by property ""property1"". Please ensure it is defined in the schema.
```
",2016-05-16 08:56:13+00:00,2016-05-26 13:45:41+00:00,2016-05-26 13:45:41+00:00,closed,"[Label(name=""bug""), Label(name=""in-review""), Label(name=""p:normal"")]",210,https://github.com/gchq/Gaffer/issues/210,"Milestone(title=""v0.3.7"", number=7)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['9aff688389d747346d1d2be59a0e5e66732f7a88', '7e456275d2d339c03b4d8796268e7407d018e18f']",1.0
Deployment to remote maven repository,"Hi all,

I'm experimenting with some interaction tools which sit on top of Gaffer and would find it useful if the Gaffer artifacts were hosted in a public repository somewhere for easier dependency resolution with Maven.

Is this planned any time soon?
",2016-05-16 07:56:55+00:00,2016-12-05 13:35:33+00:00,2016-12-05 09:57:04+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",209,https://github.com/gchq/Gaffer/issues/209,,False,,[],[],
Release 0.3.5,,2016-05-16 07:50:31+00:00,2016-05-16 08:02:52+00:00,2016-05-16 08:02:52+00:00,closed,[],208,https://github.com/gchq/Gaffer/pull/208,,False,,[],[],
Gh 129 op auths,,2016-05-13 14:58:43+00:00,2016-05-23 07:45:18+00:00,2016-05-23 07:45:12+00:00,closed,"[Label(name=""in-review"")]",207,https://github.com/gchq/Gaffer/pull/207,,False,,[],[],
Gh 192 op auths,,2016-05-12 15:57:49+00:00,2016-05-13 13:33:52+00:00,2016-05-13 13:33:52+00:00,closed,[],206,https://github.com/gchq/Gaffer/pull/206,,False,,[],[],
